jobTitle,Company,Rating,Location,Branche,est_minSalary,est_maxSalary,jobDescription,postDate
Dualer Master – Data Analyst bei Zeiss (m/w/d),SCMT Steinbeis Center of Management and Technology,4.1,remote,Bildung & Training,,,"Tiefgreifende Analyse von Daten und Verarbeitung der Daten in wertvolle Erkenntnisse Erhöhung der Datentransparenz und Unterstützung der Entscheidungsfindung durch die kontinuierliche Optimierung der KPI-Transparenz und des Dashboards Optimierung der Prognosefähigkeiten für die wichtigsten Unternehmens-Kennzahlen Enge Zusammenarbeit mit den Bereichen IT, Marketing, Vertrieb, F&E und vielen anderen Unternehmensbereichen, um ein optimales Ergebnis zu gewährleisten Sehr gut bis gut abgeschlossenes Studium (Uni, FH, DH) der (Wirtschafts-) Informatik, der Betriebswirtschaftslehre idealerweise mit Schwerpunkt Informatik/IT oder einer vergleichbaren Fachrichtung Erste Erfahrungen in der Datenanalyse mit SQL wünschenswert Grundkenntnisse in Python, cloudbasierten Setups sowie Business Intelligence Tools von Vorteil Motivation und Teamfähigkeit Selbständige und strukturierte Arbeitsweise Sehr gute Deutsch- und Englischkenntnisse",26-05-2022
ERP Business Analyst (m/w/d) im IT Application Management,GO IN GmbH,,Landsberg am Lech,Groß- & Einzelhandel,69301,86383,"Du bist zuständig für die Einführung, Betreuung, Anpassung, Pflege, Konzeptionierung und Weiterentwicklung unserer ERP Anwendung Insight im Umfeld eines Profimöbel Großhandelsunternehmens Mitarbeit im Projektteam bei der Einführung eines Customer-Relationship-Managements (CRM) sowie bei der Konzeptionierung der erforderlichen Schnittstellen Du bist zuständig für die ERP Benutzerverwaltung, ERP Systemaktualisierung, ERP Datenbanken sowie für den Support der ERP Anwendung Du legst neue Regeln, Artikel und Preislisten in den Workflows für den Produkt Konfigurator an und bist für die Qualität und Pflege von Stammdaten zuständig Du stellst die hohe Verfügbarkeit der ERP Anwendung gemeinsam mit den Kollegen sicher Systemdokumentation der ERP Anwendung und deren Schnittstellen zum Webshop und zu anderen Geschäftsanwendungen, wie zum Beispiel der Finanzbuchhaltung Beratung der internen Fachabteilungen bei der Entwicklung neuer Funktionen Zusammenarbeit und Steuerung von externen Dienstleistern und Partnern Erfolgreich abgeschlossene betriebswirtschaftliche Ausbildung mit Erfahrung im Umfeld von ITIL Änderungsmanagement mit gutem Verständnis für Geschäftsprozesse, vorzugsweise aus Produktions- oder Handelsunternehmen Eigeninitiative, Engagement und Flexibilität, Interesse an modernen IT-Prozessen sowie die Fähigkeit, sich schnell in neue Aufgabengebiete einzuarbeiten Umfangreiche Kenntnisse und Erfahrungen im Support von ERP und CRM-Anwendungssoftware und sehr gutes Wissen im Microsoft Umfeld Insight ERP Kenntnisse sind von Vorteil aber keine Voraussetzung Microsoft SQL-Server und Administration von SQL-Datenbanken sind von Vorteil Spaß an der eigenständigen Erarbeitung neuer Arbeitsgebiete Deutsch als Unternehmenssprache mit Einsatzort Landsberg am Lech Gute Englischkenntnisse in Wort und Schrift",19-05-2022
Experte Energy Retail Business Analyst / Data Warehouse (w/m/d),Hanwha Q CELLS GmbH,3.5,Berlin,"Elektrotechnik, Feinmechanik & Optik",,,"Sie sind verantwortlich für den Aufbau und die Umsetzung der Zielarchitektur für Data Warehouse, BI und Reporting sowie für die Anbindung neuer Systeme an das Data Warehouse und die Datenmodellierung. Sie entwickeln und überwachen Job-Ausführungen und Datenqualität. Sie unterstützen unsere CRM & Kampagnen Experten bei der Analyse von Kundendaten (z.B. Kundenwertanalysen, Cross- & Upselleffekte, Churn- und Retentionmanagement). Sie sind verantwortlich für die Beratung und Bereitstellung von Analyseergebnissen zur Durchführung von CRM-Kampagnen. Sie arbeiten in allen Projektphasen mit – von der Anforderungsanalyse, über Konzeption, Entwicklung und Tests. Sie unterstützen bei Datenaufbereitung und Reporting. Sie haben Ihr Studium der Fachrichtung Informatik, Wirtschaftsinformatik o. ä. erfolgreich abgeschlossen und konnten bereits mehrjährige Berufserfahrung in diesem Bereich und idealerweise in der Energiewirtschaft sammeln. Sie können Erfahrung im Projektmanagement sowie fundierte Kenntnisse in der Datenmodellierung, in Aufbau und in der Administration von Data Warehouse Systemen und in relationalen Datenbanken (insbesondere MS Dynamics, Powercloud) vorweisen. Sie haben umfassende Kenntnisse über gängige Data Analytics Lösungen sowie idealerweise mehrjährige Erfahrungen mit BI- und Data Warehouse Anwendungen sowie SQL-Abfragen. Außerdem bringen Sie Erfahrungen in ETL-Prozessen, Daten und Systemen der Energiewirtschaft sowie Erfahrung in der Entwicklung von Reports mit tabellarischen und graphischen Elementen mit. Eine systematische, analytische Denkweise zeichnet Sie ebenso aus wie Team- und Organisationsfähigkeit. Sie haben sehr gute Kenntnisse in folgenden Anwendungen/Programmen: Data Warehouse, Data Analytics, SQL, MS Dynamics, ERP, Powercloud, CRM. Verhandlungssichere Englisch- und sehr gute Deutschkenntnisse in Wort und Schrift runden Ihr Profil ab.",25-05-2022
"Experten für Big Data, Analytics und KI gesucht (w/m/d)",Deutsche Bahn AG,3.8,"Berlin, Erfurt, Frankfurt (Main)",Sonstige Branchen,,,"Künstliche Intelligenz (KI) ist bei der Deutschen Bahn keine ferne Zukunftsvision mehr. In verschiedenen konzernweiten Projekten entfalten Verfahren rund um Daten und KI ihre Wirkung. Damit machen sie nicht nur Digitalisierung spürbar, sondern sind ein starkes Werkzeug, um die Schiene noch attraktiver zu machen. Der Einsatz von KI beginnt bereits bei der Planung von Materialien, geht über die intelligente Steuerung des S-Bahn Verkehrs und reicht bis zur Digitalisierung der Instandhaltung. In der Einheit Data Intelligence innerhalb der DB Systel entwickeln wir innovative KI-Anwendungen. Dabei wollen wir alle Services aus einer Hand anbieten: Von Data Engineering, Entwicklung und Betrieb im DevOps Modus, Datenvisualisierung bis hin zur Beratung. Zum nächstmöglichen Zeitpunkt suchen wir Dich und Deine Expertise im Bereich Big Data, Analytics und KI für die DB Systel. Du kannst Dir aussuchen, ob Du größtenteils remote oder von einem unserer Standorte Berlin, Erfurt oder Frankfurt am Main arbeiten möchtest. Deine Aufgaben: Gestalte Big Data, Analytics und KI bei der Deutschen Bahn mit und bewirb Dich bei uns als: Data Analyst (Junior/Specialist/Senior) Data Engineer (Junior/Specialist/Senior) DevOps Engineer (Junior/Specialist/Senior) Solution Architect (Junior/Specialist/Senior) Web-Entwickler (Junior/Specialist/Senior) KI-Berater (Junior/Specialist/Senior) Dein Profil: Dein (Fach-)Hochschulstudium der Mathematik, (Wirtschafts-)Informatik, einer Naturwissenschaft oder einer vergleichbaren Fachrichtung hast Du erfolgreich abgeschlossen oder verfügst über eine Ausbildung im IT-Bereich mit entsprechender Berufserfahrung Du hast hohes Interesse am Thema KI und Daten und bringst Kenntnisse und praktische Erfahrung aus einem der folgenden Bereiche mit: Datenanalyse, Datenvisualisierung, Machine Learning, Big Data, Cloud, High Performance Computing Außerdem verfügst Du über Kenntnisse in einer oder mehreren Programmiersprachen, idealerweise Python, Scala, R, Typescript Du hast Erfahrungen in der Softwareentwicklung und bringst Begeisterung für die Entwicklung von produktionsreifen KI-Anwendungen mit Du arbeitest mit Daten aus den unterschiedlichsten Quellen und bist versiert im Einlesen und Transformieren großer Datenmengen Du hast Freude an der Arbeit in einem Team, in dem ihr gemeinsam fachliche Verantwortung für KI-Anwendungen in der Produktion übernehmt Deine strukturierte Arbeitsweise und fließende Deutschkenntnisse runden Dein Profil ab",22-05-2022
Fachexperte/ Business Analyst (m/w/d) Vertriebsarbeitsplatz (CRM),Wüstenrot Bausparkasse AG,,Ludwigsburg,Finanzdienstleister,,,"Sie sind für die inhaltliche Weiterentwicklung und laufende Betreuung unseres Vertriebsarbeitsplatzes (CRM) mitverantwortlich, welcher die zentrale Anwendung in der Unterstützung unserer eigenen W&W-Vertriebsorganisationen als auch unserer Kooperationspartner darstellt Sie planen und begleiten die Durchführung von Projekten in diesem Umfeld und unterstützen proaktiv das Anforderungsmanagement Sie erstellen Konzepte für die Weiterentwicklung der betreuten Software und übernehmen die Konfiguration in der Anwendung auf Basis der funktionalen und nicht funktionalen Anforderungen Sie stellen das Wissen über die betreuten Prozesse und dazugehörigen IT-Anwendungen als Basis für die Umsetzung entsprechender Projekte sowie des RUN-Betriebs sicher In unserem agilen Team stellen Sie den für den Betrieb notwendigen Austausch zwischen den W&W-Unternehmen sicher und steuern diesen Sie haben eine Ausbildung zum Bankkaufmann (m/w/d), eine IT-nahe Ausbildung oder ein abgeschlossenes Studium der BWL, VWL, Wirtschaftsinformatik Sie verfügen über fundierte Kenntnisse in CRM Prozessen und haben wünschenswerterweise Erfahrungen im operativen Vertriebsumfeld Kenntnisse im Umgang mit der PEGA-Plattform wünschenswert Sie haben Erfahrungen in agilen Vorgehensmodellen und idealerweise in der Verwendung von JIRA und Confluence Sie denken analytisch, haben Freude am Projekt- und Prozessmanagement und gestalten Veränderung in positiver Weise mit Sie verfügen über sehr gute Kommunikations- und Netzwerkfähigkeiten",25-05-2022
Fachlicher Teamleiter - Data Analytics (m/w/d),BWI GmbH,4.2,"Bonn, München, Berlin",IT & Internet,,,"Fachliche Führung (Aufgabenkoordination, Kommunikation, Weiterentwicklung, Mitarbeitergespräche, Workshops) mit Fokus Data Analytics Abbildung bereichsübergreifender Datenauswertungen & Zusammenhänge im Planungs- und/oder BI-Tool Konzeptionalisierung und Implementierung von Prozessen & Rollen zur finanzorientierten Steuerung Qualitätssicherung von Auswertungen (z.B. Bilanz, GuV, Kapitalflussrechnung, Finanzplanung) inkl. Bestätigung durch IKS-Prüfungen Adressatengerechte Erstellung, Bewertung & Präsentation von komplexen Datenauswertungen Herstellung übergreifender Transparenz anhand von Kennzahlen, Berichten und Analysen Erarbeitung möglicher Maßnahmen und Initiativen zur Verbesserung von KPIs und Prozessen Erfolgreich abgeschlossenes Studium der Betriebswirtschaftslehre, Informatik oder eine vergleichbare Ausbildung Mindestens 6-8 Jahre Berufserfahrung, idealerweise im Controlling oder Reporting-Bereich eines IT-Unternehmens Erfahrung in Kommunikation & Koordination komplexer Finanz-Zusammenhänge Professioneller Umgang mit Datenanalysen: Konsolidierung, Modellierung, Auswertungen SAP Anwender Know-How mit Fokus FI/CO Erfahrungen in Teamleitung oder Leitung größerer Projekte von Vorteil Kenntnisse zu Berichts- und Datenbanksystemen sind von Vorteil Selbstständige, lösungsorientierte und proaktive Arbeitsweise",24-05-2022
"Finance Business Analyst (m/w/d) (Controlling, Finanzwesen)",Sonnländer Getränke GmbH,,Rötha,,54375,70304,"Ermittlung, Bewertung und Kommentierung von operativen KPIs Erstellung von Prognosen, Berichten und ad-hoc Analysen im Produktionsbereich Mitarbeit an der Geschäfts- und Mittelfristplanung sowie Überwachung und Steuerung des operativen Geschäfts Durchführung von Monats-, Quartals- und Jahresabschlüssen der Konzerngesellschaften Vorbereitung von Entscheidungsvorlagen des Managements und operativen Bereichen sowie die Begleitung der Maßnahmen inkl. Erfolgskontrolle mit den Bereichsverantwortlichen Ansprechpartner für die Kostenstellenverantwortlichen beim Monitoring, Betreuung und Kommentierung der Kostenentwicklung Unterstützung bei der Weiterentwicklung, Betreuung und Pflege des ERP Systems MS Dynamics Navision Kontinuierliche Weiterentwicklung des Geschäftsbereiches und Optimierung von Prozessen im eigenen Verantwortungsbereich Erfolgreich abgeschlossenes Studium Strukturierte, ergebnisorientierte Arbeitsweise mit hoher Eigenverantwortung sowie ausgeprägten analytischen Fähigkeiten hohes Interesse an Analysen und Finanzkennzahlen, um das Unternehmen zu leiten und zu lenken hohe Zahlenaffinität und gute logische Denkweise hohe Einsatzbereitschaft sowie selbstständige Arbeitsweise besonders gute Kenntnisse in Excel",19-05-2022
Fleet Data Analyst ContiTrade (m/w/divers),Continental AG,5.0,Hannover,IT & Internet,,,"Produktverantwortung und -weiterentwicklung eines eigenen Produktbereiches Bewertung und Priorisierung von Produktanforderungen in Zusammenarbeit mit den internen und externen Stakeholdern sowie den funktionsÃ¼bergreifenden Teams in Europa und den USA Zusammenarbeit mit dem Entwicklungsteam bei der Umsetzung von aussagekrÃ¤ftigen Anforderungsbeschreibungen Zentraler Ansprechpartner fÃ¼r eine umfangreiche Softwareplattform Ausarbeitung neuer Ideen sowie Weiterentwicklung der Produktstrategie und -vision Definition der Produktziele sowie die Ãberwachung der Zielerreichung Erfolgreich abgeschlossenes Studium im Bereich Wirtschaftsinformatik oder eine Ã¤hnliche Qualifikation Erste Berufserfahrung in einer vergleichbaren Position wÃ¼nschenswert, gerne aber auch Quereinsteiger mit AffinitÃ¤t fÃ¼r Technologie und Produktmanagement Technische und analytische FÃ¤higkeiten, einschlieÃlich SQL und Excel FlieÃende Deutsch- und Englischkenntnisse KommunikationsstÃ¤rke sowie TeamfÃ¤higkeit",23-05-2022
Fullstack Softwareentwickler Big Data (w/m/d),Deutsche Bahn AG,3.8,"Berlin, Erfurt, Frankfurt (Main)",Sonstige Branchen,,,"In der Einheit Data Intelligence bei der DB Systel bauen wir aktuell ein Team auf, das gemeinsam mit unserem Kunden eine Daten-Plattform für unterschiedliche Greenfield Use Cases umsetzt. Wir arbeiten interdisziplinär mit der DB Netz zusammen, an Themen wie der Digitalisierung von Infrastrukturdaten bis hin zu Prognosen von Pünktlichkeit durch den Einsatz von KI. Zum nächstmöglichen Zeitpunkt suchen wir Dich als Fullstack Softwareentwickler Big Data für die DB Systel GmbH am Standort Berlin oder Erfurt oder Frankfurt (Main). Du kannst Dir aussuchen, ob Du größtenteils remote oder von einem unserer Bürostandorte arbeiten möchtest. Für Teammeetings oder bei entsprechenden Projekterfordernissen kommen wir bedarfsbezogen in Frankfurt am Main zusammen. Deine Aufgaben: Du begleitest, entwickelst und optimierst innovative Softwarelösungen und nutzt dafür neuste Technologien und agile Vorgehensweisen (z.B. Kubernetes, Infrastructure as Code, TDD usw.) Dabei entwickelst Du Fullstack Software sowohl im Frontend (React mit JavaScript / TypeScript), als auch im Backend (REST / GraphQL APIs mit JavaScript / TypeScript oder Python) Du berätst unsere konzerninternen Kunden in Entwicklungsfragen Außerdem triffst Du gemeinsam mit dem Team technische Entscheidungen für die zu schaffenden Applikationen hinsichtlich CI/CD (GitLab CI) und containerbasierten Anwendungen Du konfigurierst und nutzt Services von Cloud-Providern wie AWS oder Azure Dein Profil: Du bringst ein abgeschlossenes (Fach-)Hochschulstudium in (Wirtschafts-)Informatik oder vergleichbarer Fachrichtung oder eine Ausbildung im IT-Bereich mit entsprechender Berufserfahrung mit Deine Expertise liegt in der Fullstack Softwareentwicklung (JavaScript / TypeScript oder Python, REST APIs, Git) Idealerweise kennst Du Dich mit Cloud-Technologien aus (AWS, Azure) und hast bereits mit agilen Entwicklungsmethoden gearbeitet Du begeisterst Dich für Themen rund um Big Data und möchtest diese vorantreiben Kundenorientierung, Kommunikationsfähigkeit und fließende Deutschkenntnisse runden Dein Profil ab",21-05-2022
Global Business Intelligence and Insights Manager (m/f/d),adidas AG,,Herzogenaurach,IT & Internet,56104,73227,"Define measurement strategy for digital analytics, and develop analysis & reporting based on the defined strategy throughout the product life cycle Owns global reporting for digital analytics Drive the enablement of the stakeholders and other analysts, become the central point of contact for those who wants to learn more about how their products are performing Educate the stakeholders about how data plays a role in the development process, and partner with product teams to proactively integrate insights into our product development life cycle Develop reports and conduct analysis on digital analytics data quality Youâll be great for this role if you have; 5+ years hands-on experience in digital analytics (Google Analytics, Adobe analytics, mobile analytics) Enterprise level experience to deliver digital analytics insights globally Ability to translate business requirements into measurement strategy and visualization / reporting Ability to manage diverse groups of stakeholders with varying levels of analytics knowledge Comfortable with SQL & Bigquery, able to connect multiple complex data sources together to deliver impactful analysis Knowledge of implementation (Google Tag Manager) is a strong plus Knowledge of A/B-testing and testing platform (Optimizely) is a strong plus Experience with Google Analytics 4 or other event-based analytics solutions (e.g. firebase analytics) is a strong plus Experience with Snowflake data warehouse is a strong plus",23-05-2022
Global Digital Business Analyst (m/w/d),Lapp Group,,Stuttgart,,57454,74286,"Analyse und Bewertung von Anforderungen aus den Fachbereichen Fachliche, thematische Ausarbeitungen im Rahmen von E-Commerce- und Omnichannel-Projekten (Requirements Engineering) Modellierung von Prozessen (Daten- und Prozessmodellierung) sowie deren Implementierung Enge Zusammenarbeit mit den Fachbereichen, Onsite- und Offsite-Projektpartnern und Entwickler-Teams als Schnittstellenpartner zu diversen IT-Projekten Planung und Durchführung von Business-Analyse-Aktivitäten in verschiedenen Projekten; ggf. Übernahme von Teilprojektleitungsaufgaben Fachbereichsübergreifende Entwicklung von Lösungskonzepten Organisation, Moderation und Dokumentation von Meetings und WorkshopsAbgeschlossenes Studium mit digitalem Schwerpunkt oder eine vergleichbare Ausbildung (Mehrjährige) Berufserfahrung im Bereich E-Commerce Erste Erfahrung im Umgang mit SAP Commerce von Vorteil Erfahrungen in der Durchführung von Projekten von der Anforderungsanalyse bis zum erfolgreichen Rollout Kenntnisse der agilen Prinzipien und Methodik, praktisch angewandt in entwicklungslastigen Online-Projekten im IT-Umfeld Ausgeprägte analytische und konzeptionelle Fähigkeiten Hohes Maß an Selbstständigkeit, Eigeninitiative und Einsatzbereitschaft Sehr gute Deutsch- und Englischkenntnisse in Wort und Schrift",05-05-2022
Global Sea Logistics Systems + Process Data Solutions – Business Analyst (m/f/d),Kühne + Nagel (AG & Co.) KG,3.6,Hamburg,Transport & Logistik,,,"Play the key role for business and technology efficiency by bridging the gap between IT and business Engage with business leaders and users to understand how data-driven changes to process, products, services, software can improve efficiencies and add value Make maximum use of data analytics to assess processes, determine requirements and deliver data-driven recommendations Articulate those ideas but also balance them against what is technologically feasible and financially and functionally reasonable Support product owners and other stakeholders in delivering technology products of our domain for improving customer experience, user experience and cost Provide expertise of the relevant domain to business stakeholders and teams Define, measure, evaluate and learn from OKRs and KPIs regularly Liaise between management, business teams, IT, 3rd party/service teams and ensure effective communication with relevant stakeholders on updates for progress, risks and change management Master's degree in Logistics/Supply Chain Management or Information Science Sufficient track record in project management in an international agile environment with leadership experience, also experience in working with or for an ocean carrier Profound experience in Sea Logistics is a plus Fluent in English, German is a plus Service sector, preferred Ocean Carrier Strong analytical, organizational and problem solving skills with the drive and focus on profitable solutions for the organization and to be able to deliver, maintain and improve continuously Self-disciplined and motivated with the ability to motivate others and get buy-in from stakeholders You enjoy working in an international team and bring a structured and methodical approach to work. Your strengths also include excellent communication skills, a professional appearance and a high degree of customer orientation; high flexibility and willingness to travel and participate at meetings/workshops out of the typical working hours",17-05-2022
Global Web Analyst,TÜV SÜD,3.8,München,Sonstige Dienstleistungen,44215,56431,"Gesamtheitliche Betreuung und Unterstützung von Web Analytics Projekten: Definition der Tracking-Konzepte, Implementierung, Testing und Rollout Visualisierung und Automatisierung von Reports/Dashboards Unterstützung und Trainings bei der Analyse von Nutzerzahlen/Reichweiten unserer Online-Auftritte - inklusive Monitoring und Controlling von Teilkampagnen und Maßnahmen Auswahl, Einsatz und Monitoring von Data Layer- und Tag-Managementsystemen Analyse von A/B-Tests Globale Unterstützung der Marketingeinheiten, z. B. durch die Vorgabe von Strategien, Durchführung von Trainings, Monitoring von Performance Trends und Datenanalysen Abgeschlossenes Studium mit Schwerpunkt Marketing, Kommunikation, Digitale Medien oder vergleichbare Fachrichtung Mehrjährige Berufserfahrung im Bereich Data und Web Analytics, insbesondere auch in der Ableitung von Interpretationen sowie Handlungsempfehlungen Expertise und praktische Erfahrungen mit Web-Analysetools und Tag-Management-Systemen, Grundkenntnisse in der Web-Entwicklung (HTML, CSS, JavaScript) von Vorteil Begeisterung für die Arbeit mit Zahlen und Daten sowie für die Aufbereitung und Weitergabe der gewonnenen Erkenntnisse an Stakeholder Gutes Gespür und ausgezeichnetes Verständnis für neue Trends im Bereich Analytics und Digitales Marketing Verhandlungssichere Deutsch- und Englischkenntnisse in Wort und Schrift",16-05-2022
Government Relations and Standardization Manager for Interoperability and Data Quality,ZEISS,3.9,München,"Elektrotechnik, Feinmechanik & Optik",66419,85684,"Understand the competitive landscape and regulatory and standardization environment and engage directly with key regulatory and public stakeholders on interoperability and data quality topics in medicine, at the national and international levels. Devise, coordinate, and support implementing Carl Zeiss Meditec’s strategy with respect to existing and emerging standards and regulations in the area of health interoperability and data quality. Recognize, monitor, and communicate internally the interplay of regulatory initiatives with standardization activities in the related areas. Participate in the work of relevant standardization groups and industry associations, which includes working on technical documents, developing and contributing to strategic positions and advocating for Carl Zeiss Meditec’s interests. Educate internal stakeholders about external developments and support them in making informed business decisions with respect to interoperability and data quality. University degree in a technical, medical, economic or comparable field Several years of experience in working with governmental stakeholders, standardization bodies, industry associations or similar stakeholders, preferably in the health industry. Knowledge of interoperability and data quality standards in medicine is advantageous Team player with leadership skills Strong communication and presentation skills Analytical and goal-oriented Readiness to travel Language skills: English is required, German is desired.",26-05-2022
Graduate Program Data & Analytics,Sopra Steria,3.8,"Alle Standorte, Berlin, Frankfurt am Main, Hamburg, Köln, Leipzig, München",IT & Internet,62258,82236,"Unser Graduate Program ist die perfekte Mischung aus fachlichen Trainings und Peer Learning mit Kolleg*innen für Deinen Karrierestart in der Beratung. Ab Tag eins kannst Du sowohl fachliche Expertise in einem speziellen Bereich durch Trainings, E-Learnings und Zertifizierungen aufbauen als auch Praxiserfahrung durch Deinen Einsatz in Kundenprojekten sammeln. Du bist von Beginn an Teil unseres Beratungsteams ? unbefristet angestellt mit attraktiver Vergütung. Neben Deiner Arbeit in Projekten entwickelst Du so innerhalb Deiner ersten 12 Monate fachspezifisches Know-how und kannst von anderen Teilnehmenden sowie erfahrenen Kolleg*innen lernen, während Du ganz nebenbei Dein Netzwerk bei uns im Unternehmen aufbaust. Zusätzlich zu der intensiven fachlichen Weiterentwicklung machen wir Dich mit unserem Trainingsprogramm Graduate Basics, an dem alle Young Professionals teilnehmen, auch in Sachen Soft Skills und Consulting-Einmaleins fit. Darüber hinaus übernimmst Du folgende Aufgaben: Du berätst unserer Kunden von der Anforderungsaufnahme über Konzeption, Implementierung und Test bis zur Produktivsetzung, ggf. auch in der Anwendungsbetreuung Du konzipierst nachhaltige / moderne analytische Ökosysteme Du entwickelst innovative Data Management Lösungen sowie verlässliche Datenbewirtschaftungsprozesse als Grundlage hochwertiger Data & Analytics Lösungen inklusive deren Umsetzung Du bist verantwortlich für eine hohe Qualität und langfristigen Projekterfolg Du bringst Dich aktiv ein in Bezug auf die Weiterentwicklung unseres Geschäftes und des Beratungsportfolios Du verfügst über ein abgeschlossenes Studium der (Wirtschafts-) Informatik, -Mathematik, Wirtschaftswissenschaften Du hast bereits erste Erfahrungen mit Big Data / Business Intelligence & Analytics, gerne aus Deinem Studium Erste Kenntnisse, z. B. aus dem Studium, über relationale Datenbanken, der Abfragesprache SQL und relationale Datenmodellierung (oder eine vergleichbare Anwendung / Programmiersprache) runden Dein Profil ab Gute Deutsch- und Englischkenntnisse sind für Dich selbstverständlich Beratung heißt Flexibilität: Dein Projekteinsatz richtet sich nach unseren Kunden und Deiner Projektsituation und beinhaltet sowohl hybrides Arbeiten als auch den Einsatz vor Ort Abgeschlossenes Studium der (Wirtschafts-) Informatik, -Mathematik, Wirtschaftswissenschaften Erste Erfahrungen mit Big Data / Business Intelligence & Analytics, gerne aus Deinem Studium Erste Kenntnisse, z. B. aus dem Studium, über relationale Datenbanken, der Abfragesprache SQL und relationale Datenmodellierung (oder eine vergleichbare Anwendung / Programmiersprache) Gute Deutsch- und Englischkenntnisse Beratung heißt Flexibilität: Dein Projekteinsatz richtet sich nach unseren Kunden und Deiner Projektsituation und beinhaltet sowohl hybrides Arbeiten als auch den Einsatz vor Ort",11-05-2022
HR Business Analyst (m/f/d),Exyte Management GmbH,,Stuttgart,Maschinen- und Anlagenbau,71410,96606,"Our hearts beat for HR Service Excellence! This is why we have created this role within our HR Processes and Digital Solutions team at Exyte Corporate. As HR Business Analyst you will be responsible for our global HR standard process definitions bringing in your own creativity for optimizations according to our business requirements. You want to bring an organization to the next level surrounded by dynamic people with transformation mindset in an international organization with fast decision making – then don’t wait and reach out to us! Explore your tasks and responsibilities Analyze the Human Recourses function across the HR workflows, procedures, systems Create written standard operation processes and training procedures to anchor workflows in repeatable processes to avoid errors HR project support in the role of a HR process analyst Administrative support in HR process related topics such as management of content libraries (HR guidelines) HR expertise: Bachelor's degree in Human Resources, Business, Information Technology or comparable education (also with “Ausbildung”) with further training/specialization in HR processes, projects and systems 5+ years of operative and project related HR experience across core HR processes (HR Admin, Payroll, Recruiting) 3+ years of work experience using process tools Experience as operative HR user of core SAP SuccessFactors Modules such as Employee Central, Recruiting and LMS would be an advantage Advanced analytical thinking in the context of HR End-to-End process design Communication skills: Communicate clearly, logically and persuasively both verbally and in writing Speak and write fluent English and German (negotiation level)",18-05-2022
HR Data Analyst (m/w/d),Birkenstock Group B.V. & Co. KG,,Köln oder Linz am Rhein,"Textilien, Bekleidung & Lederwaren",60629,78391,"Sie arbeiten eng mit den Fachbereichen hinsichtlich HR-Reports und Ad-hoc-Auswertungen, bei der Erstellung verschiedener Personalstatistiken sowie Simulationsrechnungen und Wirtschaftlichkeitsberechnungen zusammen. Sie sind mitverantwortlich für die Planung, Steuerung, Aufbereitung und Kontrolle von personalwirtschaftlichen Kennzahlen des Unternehmens, die als Entscheidungsgrundlage für die Unternehmensleitung dienen. Ihre Expertise ist auch beim konzeptionellen Aus- und Aufbau des HR-Berichtswesens gefragt, z. B. beim Aufbau eines HR Reporting-Katalogs. Unsere HR Business Partner können sich bei Gehaltsmaßnahmen auf Ihre systemseitige Unterstützung verlassen. Nicht zuletzt freuen wir uns auf Ihre aktive Mitarbeit bei IT-nahen HR-Projekten. Abgeschlossenes wirtschaftswissenschaftliches Studium oder eine vergleichbare Qualifikation Fundierte Praxis in der Analyse und Aufbereitung von Daten sowie im HR-Controlling IT-affin und fit in MS Office (insbesondere Excel), idealerweise Praxis im Umgang mit SAP SuccessFactors und SAP HCM Sehr gutes Prozessverständnis mit eigenverantwortlicher, strukturierter und zielorientierter Arbeitsweise Kommunikationsstarker und pragmatischer Teamplayer mit internationalem Mindset und guten Englischkenntnissen",17-05-2022
HR Data Analyst (m/w/d),Creditplus Bank AG,3.6,Stuttgart,Finanzdienstleister,71637,92623,"Erstellung der Personalkosten- und Headcountplanung sowie unterjährige Forecast- und Abweichungsanalysen in enger Zusammenarbeit mit den Fachbereichen Erstellung, Analyse und Interpretation von Personalstatistiken und Personalkennzahlen Aufbereitung personalwirtschaftlicher Daten für den Jahresabschluss Erstellung von regelmäßigen Reports und Ad-hoc-Auswertungen inkl. Handlungsempfehlungen Mitwirkung bei und Initiierung moderner Instrumente und Prozesse des Personalcontrollings Schnittstellenfunktion zwischen HR Management und Controlling Mitarbeit in (internationalen) HR Projekten Abgeschlossenes wirtschaftswissenschaftliches Studium oder eine vergleichbare Qualifikation mit entsprechender Berufserfahrung Mindestens 5 Jahre relevante Berufserfahrung im Bereich Controlling mit Schwerpunkt Personal Hohe IT Affinität sowie sehr gute MS Office Kenntnisse, insbesondere in Excel Sehr gute analytische und konzeptionelle Fähigkeiten Teamfähigkeit und eine zielorientierte, strukturierte und genaue Arbeitsweise Sichere Englischkenntnisse in Wort und Schrift",21-05-2022
